Flag,Player,Session,Score,Session Date
Carried over,Player 4,Strength Building,3,24/06/2022
Carried over,Player 4,Strength Building,3,23/06/2022
Actual,Player 4,Strength Building,3,22/06/2022
Carried over,Player 4,Strength Building,6,29/06/2022
Actual,Player 4,Strength Building,6,28/06/2022
Actual,Player 4,Strength Building,3,30/06/2022
Actual,Player 4,Strength Building,3,1/7/2022
Actual,Player 4,Strength Building,9,4/7/2022
Actual,Player 4,Strength Building,5,5/7/2022
Actual,Player 4,Strength Building,3,6/7/2022
Actual,Player 4,Strength Building,9,7/7/2022
Actual,Player 4,Strength Building,9,8/7/2022
Actual,Player 4,Strength Building,10,11/7/2022
Carried over,Player 4,Strength Building,10,13/07/2022
Actual,Player 4,Strength Building,10,12/7/2022
Actual,Player 4,Strength Building,6,14/07/2022
Actual,Player 4,Strength Building,3,15/07/2022
Actual,Player 4,Strength Building,8,18/07/2022
Actual,Player 4,Strength Building,6,19/07/2022
Actual,Player 4,Strength Building,5,20/07/2022
Actual,Player 4,Strength Building,9,21/07/2022
Actual,Player 4,Strength Building,10,22/07/2022
Actual,Player 4,Strength Building,6,25/07/2022
Carried over,Player 4,Strength Building,4,28/07/2022
Carried over,Player 4,Strength Building,4,27/07/2022
Actual,Player 4,Strength Building,4,26/07/2022
Actual,Player 7,Strength Building,6,31/01/2022
Actual,Player 7,Strength Building,10,1/2/2022
Carried over,Player 7,Strength Building,4,4/2/2022
Carried over,Player 7,Strength Building,4,3/2/2022
Actual,Player 7,Strength Building,4,2/2/2022
Actual,Player 7,Strength Building,9,7/2/2022
Actual,Player 7,Strength Building,3,8/2/2022
Actual,Player 7,Strength Building,3,9/2/2022
Carried over,Player 7,Strength Building,4,11/2/2022
Actual,Player 7,Strength Building,4,10/2/2022
Actual,Player 7,Strength Building,6,14/02/2022
Actual,Player 7,Strength Building,5,15/02/2022
Carried over,Player 7,Strength Building,10,18/02/2022
Carried over,Player 7,Strength Building,10,17/02/2022
Actual,Player 7,Strength Building,10,16/02/2022
Carried over,Player 7,Strength Building,5,22/02/2022
Actual,Player 7,Strength Building,5,21/02/2022
Carried over,Player 7,Strength Building,4,24/02/2022
Actual,Player 7,Strength Building,4,23/02/2022
Actual,Player 7,Strength Building,3,25/02/2022
Actual,Player 7,Strength Building,6,28/02/2022
Carried over,Player 7,Strength Building,6,2/3/2022
Actual,Player 7,Strength Building,6,1/3/2022
Carried over,Player 7,Strength Building,3,9/3/2022
Carried over,Player 7,Strength Building,3,8/3/2022
Carried over,Player 7,Strength Building,3,7/3/2022
Carried over,Player 7,Strength Building,3,4/3/2022
Actual,Player 7,Strength Building,3,3/3/2022
Carried over,Player 7,Strength Building,4,14/03/2022
Carried over,Player 7,Strength Building,4,11/3/2022
Actual,Player 7,Strength Building,4,10/3/2022
Carried over,Player 7,Strength Building,10,16/03/2022
Actual,Player 7,Strength Building,10,15/03/2022
Actual,Player 7,Strength Building,5,17/03/2022
Actual,Player 7,Strength Building,6,18/03/2022
Carried over,Player 7,Strength Building,4,22/03/2022
Actual,Player 7,Strength Building,4,21/03/2022
Carried over,Player 7,Strength Building,7,24/03/2022
Actual,Player 7,Strength Building,7,23/03/2022
Actual,Player 7,Strength Building,3,25/03/2022
Actual,Player 7,Strength Building,6,28/03/2022
Actual,Player 7,Strength Building,10,29/03/2022
Actual,Player 7,Strength Building,8,30/03/2022
Actual,Player 7,Strength Building,10,31/03/2022
Actual,Player 7,Strength Building,6,1/4/2022
Carried over,Player 7,Strength Building,6,5/4/2022
Actual,Player 7,Strength Building,6,4/4/2022
Actual,Player 7,Strength Building,7,6/4/2022
Actual,Player 7,Strength Building,10,7/4/2022
Carried over,Player 7,Strength Building,5,11/4/2022
Actual,Player 7,Strength Building,5,8/4/2022
Carried over,Player 7,Strength Building,10,15/04/2022
Carried over,Player 7,Strength Building,10,14/04/2022
Carried over,Player 7,Strength Building,10,13/04/2022
Actual,Player 7,Strength Building,10,12/4/2022
Actual,Player 7,Strength Building,4,18/04/2022
Carried over,Player 7,Strength Building,5,20/04/2022
Actual,Player 7,Strength Building,5,19/04/2022
Actual,Player 7,Strength Building,8,21/04/2022
Actual,Player 7,Strength Building,6,22/04/2022
Actual,Player 7,Strength Building,4,25/04/2022
Carried over,Player 7,Strength Building,4,27/04/2022
Actual,Player 7,Strength Building,4,26/04/2022
Actual,Player 7,Strength Building,7,28/04/2022
Carried over,Player 7,Strength Building,3,2/5/2022
Actual,Player 7,Strength Building,3,29/04/2022
Actual,Player 7,Strength Building,6,3/5/2022
Actual,Player 7,Strength Building,10,4/5/2022
Actual,Player 7,Strength Building,8,5/5/2022
Actual,Player 7,Strength Building,8,6/5/2022
Actual,Player 7,Strength Building,5,9/5/2022
Actual,Player 7,Strength Building,4,10/5/2022
Actual,Player 7,Strength Building,10,11/5/2022
Actual,Player 7,Strength Building,9,12/5/2022
Carried over,Player 7,Strength Building,5,16/05/2022
Actual,Player 7,Strength Building,5,13/05/2022
Actual,Player 7,Strength Building,5,17/05/2022
Actual,Player 7,Strength Building,9,18/05/2022
Actual,Player 7,Strength Building,7,19/05/2022
Actual,Player 7,Strength Building,6,20/05/2022
Actual,Player 7,Strength Building,5,23/05/2022
Carried over,Player 7,Strength Building,4,25/05/2022
Actual,Player 7,Strength Building,4,24/05/2022
Actual,Player 7,Strength Building,3,26/05/2022
Carried over,Player 7,Strength Building,8,30/05/2022
Actual,Player 7,Strength Building,8,27/05/2022
Carried over,Player 7,Strength Building,10,1/6/2022
Actual,Player 7,Strength Building,10,31/05/2022
Carried over,Player 7,Strength Building,3,3/6/2022
Actual,Player 7,Strength Building,3,2/6/2022
Actual,Player 7,Strength Building,5,6/6/2022
Actual,Player 7,Strength Building,10,7/6/2022
Actual,Player 7,Strength Building,5,8/6/2022
Actual,Player 7,Strength Building,4,9/6/2022
Actual,Player 7,Strength Building,5,10/6/2022
Actual,Player 7,Strength Building,3,13/06/2022
Carried over,Player 7,Strength Building,3,15/06/2022
Actual,Player 7,Strength Building,3,14/06/2022
Carried over,Player 7,Strength Building,5,17/06/2022
Actual,Player 7,Strength Building,5,16/06/2022
Actual,Player 7,Strength Building,4,20/06/2022
Carried over,Player 7,Strength Building,10,24/06/2022
Carried over,Player 7,Strength Building,10,23/06/2022
Carried over,Player 7,Strength Building,10,22/06/2022
Actual,Player 7,Strength Building,10,21/06/2022
Actual,Player 7,Strength Building,6,27/06/2022
Actual,Player 7,Strength Building,8,28/06/2022
Carried over,Player 7,Strength Building,9,1/7/2022
Carried over,Player 7,Strength Building,9,30/06/2022
Actual,Player 7,Strength Building,9,29/06/2022
Actual,Player 7,Strength Building,5,4/7/2022
Actual,Player 7,Strength Building,8,5/7/2022
Actual,Player 7,Strength Building,5,6/7/2022
Actual,Player 7,Strength Building,6,7/7/2022
Carried over,Player 7,Strength Building,10,11/7/2022
Actual,Player 7,Strength Building,10,8/7/2022
Carried over,Player 7,Strength Building,7,13/07/2022
Actual,Player 7,Strength Building,7,12/7/2022
Carried over,Player 7,Strength Building,3,18/07/2022
Carried over,Player 7,Strength Building,3,15/07/2022
Actual,Player 7,Strength Building,3,14/07/2022
Actual,Player 7,Strength Building,6,19/07/2022
Carried over,Player 7,Strength Building,3,22/07/2022
Carried over,Player 7,Strength Building,3,21/07/2022
Actual,Player 7,Strength Building,3,20/07/2022
Actual,Player 7,Strength Building,6,25/07/2022
Actual,Player 7,Strength Building,10,26/07/2022
Carried over,Player 7,Strength Building,10,28/07/2022
Actual,Player 7,Strength Building,10,27/07/2022
Carried over,Player 8,Agility,7,4/1/2022
Actual,Player 8,Agility,7,3/1/2022
Actual,Player 8,Agility,5,5/1/2022
Actual,Player 8,Agility,8,6/1/2022
Actual,Player 8,Agility,10,7/1/2022
Actual,Player 8,Agility,7,10/1/2022
Actual,Player 8,Agility,8,11/1/2022
Actual,Player 8,Agility,9,12/1/2022
Carried over,Player 8,Agility,10,18/01/2022
Carried over,Player 8,Agility,10,17/01/2022
Carried over,Player 8,Agility,10,14/01/2022
Actual,Player 8,Agility,10,13/01/2022
Actual,Player 8,Agility,4,19/01/2022
Actual,Player 8,Agility,3,20/01/2022
Actual,Player 8,Agility,5,21/01/2022
Actual,Player 8,Agility,3,24/01/2022
Carried over,Player 8,Agility,9,26/01/2022
Actual,Player 8,Agility,9,25/01/2022
Actual,Player 8,Agility,5,27/01/2022
Actual,Player 8,Agility,3,28/01/2022
Carried over,Player 8,Agility,7,2/2/2022
Carried over,Player 8,Agility,7,1/2/2022
Actual,Player 8,Agility,7,31/01/2022
Actual,Player 8,Agility,6,3/2/2022
Actual,Player 8,Agility,4,4/2/2022
Actual,Player 8,Agility,5,7/2/2022
Actual,Player 8,Agility,5,8/2/2022
Carried over,Player 8,Agility,4,11/2/2022
Carried over,Player 8,Agility,4,10/2/2022
Actual,Player 8,Agility,4,9/2/2022
Actual,Player 8,Agility,10,14/02/2022
Carried over,Player 8,Agility,5,16/02/2022
Actual,Player 8,Agility,5,15/02/2022
Actual,Player 8,Agility,4,17/02/2022
Actual,Player 8,Agility,4,18/02/2022
Actual,Player 8,Agility,4,21/02/2022
Actual,Player 8,Agility,5,22/02/2022
Actual,Player 8,Agility,6,23/02/2022
Actual,Player 8,Agility,4,24/02/2022
Actual,Player 8,Agility,5,25/02/2022
Actual,Player 8,Agility,4,28/02/2022
Carried over,Player 8,Agility,7,3/3/2022
Carried over,Player 8,Agility,7,2/3/2022
Actual,Player 8,Agility,7,1/3/2022
Actual,Player 8,Agility,8,4/3/2022
Actual,Player 8,Agility,9,7/3/2022
Actual,Player 8,Agility,10,8/3/2022
Carried over,Player 8,Agility,4,10/3/2022
Actual,Player 8,Agility,4,9/3/2022
Actual,Player 8,Agility,3,11/3/2022
Actual,Player 8,Agility,5,14/03/2022
Actual,Player 8,Agility,3,15/03/2022
Actual,Player 8,Agility,6,16/03/2022
Actual,Player 8,Agility,3,17/03/2022
Actual,Player 8,Agility,5,18/03/2022
Actual,Player 8,Agility,8,21/03/2022
Actual,Player 8,Agility,3,22/03/2022
Actual,Player 8,Agility,3,23/03/2022
Carried over,Player 8,Agility,3,25/03/2022
Actual,Player 8,Agility,3,24/03/2022
Actual,Player 8,Agility,3,28/03/2022
Actual,Player 8,Agility,9,29/03/2022
Actual,Player 8,Agility,7,30/03/2022
Carried over,Player 8,Agility,10,1/4/2022
Actual,Player 8,Agility,10,31/03/2022
Actual,Player 8,Agility,5,4/4/2022
Carried over,Player 8,Agility,9,6/4/2022
Actual,Player 8,Agility,9,5/4/2022
Actual,Player 8,Agility,4,7/4/2022
Actual,Player 8,Agility,4,8/4/2022
Actual,Player 8,Agility,5,11/4/2022
Actual,Player 8,Agility,5,12/4/2022
Actual,Player 8,Agility,9,13/04/2022
Actual,Player 8,Agility,7,14/04/2022
Actual,Player 8,Agility,9,15/04/2022
Actual,Player 8,Agility,10,18/04/2022
Actual,Player 8,Agility,10,19/04/2022
Actual,Player 8,Agility,7,20/04/2022
Actual,Player 8,Agility,4,21/04/2022
Carried over,Player 8,Agility,9,25/04/2022
Actual,Player 8,Agility,9,22/04/2022
Actual,Player 8,Agility,6,26/04/2022
Actual,Player 8,Agility,7,27/04/2022
Carried over,Player 8,Agility,5,29/04/2022
Actual,Player 8,Agility,5,28/04/2022
Actual,Player 8,Agility,9,2/5/2022
Carried over,Player 8,Agility,5,4/5/2022
Actual,Player 8,Agility,5,3/5/2022
Actual,Player 8,Agility,4,5/5/2022
Carried over,Player 8,Agility,9,10/5/2022
Carried over,Player 8,Agility,9,9/5/2022
Actual,Player 8,Agility,9,6/5/2022
Actual,Player 8,Agility,8,11/5/2022
Actual,Player 8,Agility,6,12/5/2022
Carried over,Player 8,Agility,7,16/05/2022
Actual,Player 8,Agility,7,13/05/2022
Actual,Player 8,Agility,3,17/05/2022
Carried over,Player 8,Agility,3,19/05/2022
Actual,Player 8,Agility,3,18/05/2022
Actual,Player 8,Agility,8,20/05/2022
Actual,Player 8,Agility,4,23/05/2022
Carried over,Player 8,Agility,4,25/05/2022
Actual,Player 8,Agility,4,24/05/2022
Actual,Player 8,Agility,6,26/05/2022
Actual,Player 8,Agility,8,27/05/2022
Carried over,Player 8,Agility,8,31/05/2022
Actual,Player 8,Agility,8,30/05/2022
Actual,Player 8,Agility,5,1/6/2022
Carried over,Player 8,Agility,4,3/6/2022
Actual,Player 8,Agility,4,2/6/2022
Actual,Player 8,Agility,8,6/6/2022
Actual,Player 8,Agility,4,7/6/2022
Carried over,Player 8,Agility,10,10/6/2022
Carried over,Player 8,Agility,10,9/6/2022
Actual,Player 8,Agility,10,8/6/2022
Actual,Player 8,Agility,9,13/06/2022
Carried over,Player 8,Agility,6,15/06/2022
Actual,Player 8,Agility,6,14/06/2022
Carried over,Player 8,Agility,5,20/06/2022
Carried over,Player 8,Agility,5,17/06/2022
Actual,Player 8,Agility,5,16/06/2022
Carried over,Player 8,Agility,6,22/06/2022
Actual,Player 8,Agility,6,21/06/2022
Actual,Player 8,Agility,9,23/06/2022
Carried over,Player 8,Agility,8,27/06/2022
Actual,Player 8,Agility,8,24/06/2022
Actual,Player 8,Agility,10,28/06/2022
Actual,Player 8,Agility,10,29/06/2022
Actual,Player 8,Agility,4,30/06/2022
Carried over,Player 8,Agility,7,6/7/2022
Carried over,Player 8,Agility,7,5/7/2022
Carried over,Player 8,Agility,7,4/7/2022
Actual,Player 8,Agility,7,1/7/2022
Actual,Player 8,Agility,7,7/7/2022
Actual,Player 8,Agility,8,8/7/2022
Actual,Player 8,Agility,10,11/7/2022
Actual,Player 8,Agility,7,12/7/2022
Actual,Player 8,Agility,8,13/07/2022
Actual,Player 8,Agility,3,14/07/2022
Actual,Player 8,Agility,6,15/07/2022
Actual,Player 8,Agility,9,18/07/2022
Actual,Player 8,Agility,4,19/07/2022
Actual,Player 8,Agility,8,20/07/2022
Actual,Player 8,Agility,6,21/07/2022
Actual,Player 8,Agility,6,22/07/2022
Carried over,Player 8,Agility,9,27/07/2022
Carried over,Player 8,Agility,9,26/07/2022
Actual,Player 8,Agility,9,25/07/2022
Actual,Player 8,Agility,8,28/07/2022
Actual,Player 9,Cardio,3,3/1/2022
Actual,Player 9,Cardio,6,4/1/2022
Carried over,Player 9,Cardio,6,7/1/2022
Carried over,Player 9,Cardio,6,6/1/2022
Actual,Player 9,Cardio,6,5/1/2022
Carried over,Player 9,Cardio,3,11/1/2022
Actual,Player 9,Cardio,3,10/1/2022
Carried over,Player 9,Cardio,7,13/01/2022
Actual,Player 9,Cardio,7,12/1/2022
Actual,Player 9,Cardio,5,14/01/2022
Carried over,Player 9,Cardio,7,18/01/2022
Actual,Player 9,Cardio,7,17/01/2022
Actual,Player 9,Cardio,3,19/01/2022
Carried over,Player 9,Cardio,4,21/01/2022
Actual,Player 9,Cardio,4,20/01/2022
Carried over,Player 9,Cardio,5,25/01/2022
Actual,Player 9,Cardio,5,24/01/2022
Actual,Player 9,Cardio,4,26/01/2022
Actual,Player 9,Cardio,9,27/01/2022
Actual,Player 9,Cardio,6,28/01/2022
Actual,Player 9,Cardio,6,31/01/2022
Actual,Player 9,Cardio,4,1/2/2022
Actual,Player 9,Cardio,9,2/2/2022
Carried over,Player 9,Cardio,3,4/2/2022
Actual,Player 9,Cardio,3,3/2/2022
Carried over,Player 9,Cardio,7,10/2/2022
Carried over,Player 9,Cardio,7,9/2/2022
Carried over,Player 9,Cardio,7,8/2/2022
Actual,Player 9,Cardio,7,7/2/2022
Actual,Player 9,Cardio,4,11/2/2022
Actual,Player 9,Cardio,6,14/02/2022
Actual,Player 9,Cardio,9,15/02/2022
Actual,Player 9,Cardio,5,16/02/2022
Carried over,Player 9,Cardio,9,21/02/2022
Carried over,Player 9,Cardio,9,18/02/2022
Actual,Player 9,Cardio,9,17/02/2022
Actual,Player 9,Cardio,5,22/02/2022
Carried over,Player 9,Cardio,10,24/02/2022
Actual,Player 9,Cardio,10,23/02/2022
Actual,Player 9,Cardio,5,25/02/2022
Actual,Player 9,Cardio,6,28/02/2022
Actual,Player 9,Cardio,7,1/3/2022
Carried over,Player 9,Cardio,3,3/3/2022
Actual,Player 9,Cardio,3,2/3/2022
Carried over,Player 9,Cardio,10,9/3/2022
Carried over,Player 9,Cardio,10,8/3/2022
Carried over,Player 9,Cardio,10,7/3/2022
Actual,Player 9,Cardio,10,4/3/2022
Carried over,Player 9,Cardio,7,11/3/2022
Actual,Player 9,Cardio,7,10/3/2022
Actual,Player 9,Cardio,3,14/03/2022
Actual,Player 9,Cardio,3,15/03/2022
Actual,Player 9,Cardio,8,16/03/2022
Carried over,Player 9,Cardio,7,21/03/2022
Carried over,Player 9,Cardio,7,18/03/2022
Actual,Player 9,Cardio,7,17/03/2022
Carried over,Player 9,Cardio,9,23/03/2022
Actual,Player 9,Cardio,9,22/03/2022
Carried over,Player 9,Cardio,8,28/03/2022
Carried over,Player 9,Cardio,8,25/03/2022
Actual,Player 9,Cardio,8,24/03/2022
Actual,Player 9,Cardio,9,29/03/2022
Actual,Player 9,Cardio,5,30/03/2022
Actual,Player 9,Cardio,3,31/03/2022
Carried over,Player 9,Cardio,5,4/4/2022
Actual,Player 9,Cardio,5,1/4/2022
Actual,Player 9,Cardio,9,5/4/2022
Actual,Player 9,Cardio,4,6/4/2022
Actual,Player 9,Cardio,7,7/4/2022
Actual,Player 9,Cardio,7,8/4/2022
Actual,Player 9,Cardio,9,11/4/2022
Carried over,Player 9,Cardio,10,14/04/2022
Carried over,Player 9,Cardio,10,13/04/2022
Actual,Player 9,Cardio,10,12/4/2022
Carried over,Player 9,Cardio,6,18/04/2022
Actual,Player 9,Cardio,6,15/04/2022
Carried over,Player 9,Cardio,3,22/04/2022
Carried over,Player 9,Cardio,3,21/04/2022
Carried over,Player 9,Cardio,3,20/04/2022
Actual,Player 9,Cardio,3,19/04/2022
Carried over,Player 9,Cardio,3,26/04/2022
Actual,Player 9,Cardio,3,25/04/2022
Actual,Player 9,Cardio,4,27/04/2022
Actual,Player 9,Cardio,3,28/04/2022
Carried over,Player 9,Cardio,6,2/5/2022
Actual,Player 9,Cardio,6,29/04/2022
Carried over,Player 9,Cardio,10,4/5/2022
Actual,Player 9,Cardio,10,3/5/2022
Carried over,Player 9,Cardio,6,6/5/2022
Actual,Player 9,Cardio,6,5/5/2022
Carried over,Player 9,Cardio,4,10/5/2022
Actual,Player 9,Cardio,4,9/5/2022
Actual,Player 9,Cardio,6,11/5/2022
Actual,Player 9,Cardio,7,12/5/2022
Carried over,Player 9,Cardio,3,18/05/2022
Carried over,Player 9,Cardio,3,17/05/2022
Carried over,Player 9,Cardio,3,16/05/2022
Actual,Player 9,Cardio,3,13/05/2022
Actual,Player 9,Cardio,5,19/05/2022
Actual,Player 9,Cardio,6,20/05/2022
Carried over,Player 9,Cardio,4,24/05/2022
Actual,Player 9,Cardio,4,23/05/2022
Actual,Player 9,Cardio,5,25/05/2022
Actual,Player 9,Cardio,4,26/05/2022
Actual,Player 9,Cardio,8,27/05/2022
Actual,Player 9,Cardio,9,30/05/2022
Actual,Player 9,Cardio,10,31/05/2022
Actual,Player 9,Cardio,3,1/6/2022
Actual,Player 9,Cardio,8,2/6/2022
Carried over,Player 9,Cardio,10,6/6/2022
Actual,Player 9,Cardio,10,3/6/2022
Carried over,Player 9,Cardio,10,9/6/2022
Carried over,Player 9,Cardio,10,8/6/2022
Actual,Player 9,Cardio,10,7/6/2022
Actual,Player 9,Cardio,5,10/6/2022
Actual,Player 9,Cardio,7,13/06/2022
Actual,Player 9,Cardio,4,14/06/2022
Carried over,Player 9,Cardio,3,16/06/2022
Actual,Player 9,Cardio,3,15/06/2022
Actual,Player 9,Cardio,10,17/06/2022
Actual,Player 9,Cardio,5,20/06/2022
Actual,Player 9,Cardio,8,21/06/2022
Actual,Player 9,Cardio,3,22/06/2022
Actual,Player 9,Cardio,4,23/06/2022
Actual,Player 9,Cardio,7,24/06/2022
Actual,Player 9,Cardio,3,27/06/2022
Actual,Player 9,Cardio,3,28/06/2022
Carried over,Player 9,Cardio,9,30/06/2022
Actual,Player 9,Cardio,9,29/06/2022
Carried over,Player 9,Cardio,7,5/7/2022
Carried over,Player 9,Cardio,7,4/7/2022
Actual,Player 9,Cardio,7,1/7/2022
Actual,Player 9,Cardio,5,6/7/2022
Actual,Player 9,Cardio,8,7/7/2022
Actual,Player 9,Cardio,6,8/7/2022
Carried over,Player 9,Cardio,9,12/7/2022
Actual,Player 9,Cardio,9,11/7/2022
Carried over,Player 9,Cardio,8,14/07/2022
Actual,Player 9,Cardio,8,13/07/2022
Actual,Player 9,Cardio,10,15/07/2022
Actual,Player 9,Cardio,7,18/07/2022
Actual,Player 9,Cardio,6,19/07/2022
Carried over,Player 9,Cardio,3,21/07/2022
Actual,Player 9,Cardio,3,20/07/2022
Actual,Player 9,Cardio,4,22/07/2022
Actual,Player 9,Cardio,9,25/07/2022
Actual,Player 9,Cardio,8,26/07/2022
Carried over,Player 2,Cardio,6,4/1/2022
Actual,Player 2,Cardio,6,3/1/2022
Actual,Player 2,Cardio,9,5/1/2022
Carried over,Player 2,Cardio,10,7/1/2022
Actual,Player 2,Cardio,10,6/1/2022
Actual,Player 2,Cardio,3,10/1/2022
Actual,Player 2,Cardio,8,11/1/2022
Actual,Player 2,Cardio,9,12/1/2022
Actual,Player 2,Cardio,4,13/01/2022
Actual,Player 2,Cardio,8,14/01/2022
Carried over,Player 2,Cardio,4,18/01/2022
Actual,Player 2,Cardio,4,17/01/2022
Actual,Player 2,Cardio,10,19/01/2022
Actual,Player 2,Cardio,10,20/01/2022
Actual,Player 2,Cardio,6,21/01/2022
Actual,Player 2,Cardio,7,24/01/2022
Actual,Player 2,Cardio,4,25/01/2022
Carried over,Player 2,Cardio,7,28/01/2022
Carried over,Player 2,Cardio,7,27/01/2022
Actual,Player 2,Cardio,7,26/01/2022
Actual,Player 2,Cardio,9,31/01/2022
Carried over,Player 2,Cardio,6,2/2/2022
Actual,Player 2,Cardio,6,1/2/2022
Actual,Player 2,Cardio,6,3/2/2022
Actual,Player 2,Cardio,9,4/2/2022
Actual,Player 2,Cardio,10,7/2/2022
Carried over,Player 2,Cardio,3,9/2/2022
